Teks,Media,Label
"Pada Pemilihan Umum atau Pemilu 2024 mendatang, pemilih dari anak muda mencapai 55 persen dan mereka pun jadi penentu utama dalam kontentasi pemilihan kali ini.

Data itu berdasarkan Badan Pusat Statistik (BPS) 2023. Jumlah penduduk Indonesia yang saat ini mencapai 278,70 juta jiwa, hampir 55 persen merupakan anak muda dan ini merupakan gelombang besar dan sejarah Pemilu Indonesia. Hal tersebut terungkap dalam webinar bertajuk 'Suara Muda, Suara Penentu' yang diselenggarakan oleh Apahabar Community yang berlangsung, Selasa (31/10/2023).

Menurut Pengamat Komunikasi Universitas Gadja Mada, Nyarwi Ahmad, sejauh ini anak muda berpotensi menjadi penentu Pemilu 2024, namun mereka harus menjaga momen tersebut agar tidak hanya dimanfaatkan oleh elite dan partai tertentu.

""Sjauh ini banyak partai yang mengatasnamakan anak muda, dengan menggalang isu-isu terkait anak muda namun sebenarnya kurang menyentuh anak muda secara langsung,"" ujar Nyarwi yang disampaikan melalui keterangan tertulis, Selasa (31/10/2023).

""Misalkan di media sosial. Bila kita tracking isu anak mudanya seputar Gibran. Sangat minim menemukan voice tentang anak muda yang kuat berkaitan dengan suara mereka tentang politik,"" sambung dia dalam webinar yang diselenggarakan Apahabar Community itu.

Oleh karena itu, Nyarwi mengajak anak muda untuk menjaga momen Pemilu 2024 dengan sadar akan posisi mereka agar benar-benar mamanfaatkan kekuatannya dalam menentukan pemimpin terbaik untuk kemajuan negeri.

""Saya berpikir kalau anak muda tidak memanfaatkan Pemilu kali ini, akan sangat disayangkan, karena tidak menjadi momentum bagi mereka. Perlu menghadirkan anak muda yang punya privilege tertentu dan hadir dalam Pemilu, ini menjadi momen mereka,"" jelas Nyarwi.",Liputan6,Politik
"Calon presiden (Capres) Prabowo Subianto diprediksi tetap akan menjadi pilihan utama masyarakat Jawa Barat (Jabar) di Pemilihan Presiden (Pilpres) 2024.

Direktur Eksekutif Partner Politik Indonesia AB Solissa mengatakan ketokohan Menteri Pertahanan (Menhan) tersebut sangat kuat di Jabar dan sudah dibuktikan pada dua pilpres sebelumnya.

Di mana saat Pilpres 2014 dan 2019 lalu, Prabowo selalu menjadi pilihan utama masyarakat Jabar dalam menatap kepemimpinan Indonesia selanjutnya.

""Iya (tidak berpengaruh), Prabowo bisa memenangkan pertarungan (di Jabar),"" kata Solissa saat dihubungi, Kamis (02/11).

Berkaca pada tren pemilih hari ini, Solissa melanjutkan, ditambah dengan data-data yang berasal dari berbagai survei dan infrastruktur politik, pasangan manapun akan sulit menembus benteng kuat Prabowo di Jabar. Seperti halnya data yang tersaji dalam hasil survei yang dirilis oleh Polling Institute periode 25 – 28 Oktober 2023.

Duet Koalisi Indonesia Maju (KIM) Prabowo - Gibran unggul 47,3 persen di wilayah Jabar. Angka tersebut hampir dua kali lipat dari perolehan pasangan Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan - Muhaimin Iskandar di Jabar yang hanya sebanyak 23,7 persen.

Dukungan lainnya hadir dari Koalisi Indonesia Maju (KIM) pengusung Prabowo terdiri dari partai-partai besar yang memiliki kader potensial untuk menghimpun suara di daerah dalam upaya pemenangan Pilpres 2024. Partai ini adalah Gerindra, Golkar, PAN dan Demokrat.

Karenanya kehadiran kader partai seperti mantan Gubernur Jabar Ridwan Kamil sangat potensial untuk meningkatkan kemenangan Prabowo di pesta demokrasi mendatang.

""Lalu dukungan dari beberapa tokoh-tokoh yang dianggap punya kapasitas di Jawa Barat, seperti misalnya Ridwan Kamil, kemudian ada beberapa tokoh kunci yang hari ini bisa kita lihat, mereka mengambil posisioning mendukung Prabowo Subianto,"" pungkas Solissa.",Liputan6,Politik
"Ketua Umum (Ketum) Partai Gerindra sekaligus bakal calon presiden Prabowo Subianto mengungkapkan banyak elite yang menjelekkan dirinya, namun ia tidak ambil pusing karena mengklaim bahwa ia dicintai oleh rakyat desa.

“Banyak orang elite menjelek-jelekkan Prabowo, yang penting rakyat desa cinta sama Prabowo, saudara-saudara,” ucap Prabowo dalam sambutannya saat menerima deklarasi Induk Koperasi Unit Desa (KUD) di Jakarta, Sabtu (4/11/2023) malam.

Prabowo mengatakan, dirinya lebih baik dicintai oleh rakyat daripada mengurusi narasi negatif dari para elite. Meski begitu, Prabowo tidak menyebut siapa elite yang ia maksud.

“Lebih baik saya dicintai oleh rakyat dan saya dihina oleh mereka-mereka itu, saya enggak ada urusan. Lebih baik saya setia, saya lebih setia kepada rakyat saya di desa-desa,” imbuh Prabowo.

Pada kesempatan itu, Prabowo menerima deklarasi dari pengurus Induk KUD atau INKUD. Prabowo mengaku merasa terhormat dan bangga dengan dukungan yang diberikan.

“Hari ini saya merasa sangat bangga, saya merasa sangat bersyukur, dan saya merasa sangat bahagia karena saya masih dipercaya oleh saudara-saudara sekalian oleh INKUD, Induk Koperasi Unit Desa,” katanya.

Dalam sambutannya itu, Prabowo menyebut koperasi tidak luput dari ejekan karena cenderung dicitrakan sebagai hal yang gagal. Prabowo mengakui memang ada koperasi yang gagal, tetapi ada pula koperasi yang berhasil.

“Tetapi beberapa yang gagal itu dibesar-besarkan, sehingga semua gerakan koperasi itu salah, keliru, dan gagal. Bahkan dulu ada ejekan bahwa KUD singkatannya adalah Ketua Untung Duluan. Ini narasi yang dibangun supaya kita patah semangat. Supaya kita tidak percaya diri,” katanya. Dilansir dari Antara.",Liputan6,Politik
"Bakal calon presiden dari Koalisi Indonesia Maju (KIM) Prabowo Subianto angkat suara, soal cap dinasti politik Presiden Joko Widodo atau Jokowi yang disematkan kepada Gibran Rakabuming Raka usai resmi dicalonkan sebabai wakil presidennya.

Menurut dia, tidak ada yang salah dalam dinasti politik selama tujuannya untuk Merah Putih.

""Kita dinasti yang ingin mengabdi untuk rakyat. Kalau dinastinya Pak Jokowi ini berbakti untuk rakyat, kenapa? Salahnya apa?,"" ujar Prabowo Subianto di The Dharmawangsa Jakarta, Senin (23/10/2023).

Ketua Umum Gerindra ini melanjutkan, secara tegas dia pun mengakui jika dirinya adalah bagian dari dinasti politik. Sebab, mulai dari sang kakek, ayah hingga dirinya merupakan bagian dari kekuasaan negara yang terus mengabdi demi kesejahteraan bangsa Indonesia.

""Saya juga dinasti. Saya anaknya Soemitro, cucunya Margono Djojohadikusumo. Paman saya gugur untuk RI. Kita dinasti, Dinasti Merah Putih. Kita Dinasti Patriot,"" tegas Prabowo.

Menteri Pertahanan RI ini pun meminta, publik dapat melihat apa yang sedang dijalankannya bersama Presiden Jokowi secara jernih.

Artinya, tidak lain tujuan dirinya bersama Gibran yang tidak lain adalah putra sulung dari Jokowi semata demi nusa dan bangsa.

“Berpikirlah yang baik, positif,” Prabowo menandasi.",Liputan6,Politik
"Peneliti dari lembaga survei Indonesia Political Opinion (IPO), Dedi Kurnia Syah menyatakan, suara dukungan untuk Prabowo Subianto berpotensi tergerus jika menggandengan wali kota Solo Gibran Rakabuming Raka sebagai cawapresnya.

“Kalau Prabowo menggandeng Gibran justru yang sangat diuntungkan adalah Anies Baswedan. Karena mereka akan memiliki materii propaganda yang cukup, dan potensi pengurangan suara Prabowo cukup besar,” kata Dedi, Selasa (17/10/2023).

Dedi mengatakan, ketika Gobran dipilih Prabowo sebagai cawapresnya, maka Gibran tidak dilihat sebagai sosok yang independen. Tetapi pemilihan Gibran adalah karena faktor Jokowi.

“Dengan konteks itu mungkin Prabowo tergiur dengan relawan Jokowi ataupun kepuasan publik terhadap kepemimpinan Jokowi,” kata Dedi.

Namun, lanjut dia, dalam persaingan Pilpres 2024, jika menggandeng Gibran justru Prabowo berpotensi ditinggalkan pemilihnya. Menurutnya akan munculnya sejumlah propaganda. Di antaranya, Prabowo akan dianggap sebagai tokoh yang ikut melanggengkan praktik politik dinasti.

“Dan ini besar kemungkinan akan dimainkan oleh kelompok Anies Baswedan,” kata Dedi.

Dengan demikian potensi berkurangnya dukungan ke Prabowo akan berkurang. Terlebih, lanjut dia, dalam survei IPO, Jokowi hanya punya pengaruh terhadap pemilih sebesar 17-19 persen.

Hal lain, menurut Dedi, Jokowi akan dianggap sebagai pengkhianat oleh PDIP. Padahal pemilh PDIP ini lebih loyal ke partai dan Megawati.

“Jadi di satu sisi Prabowo tidak bisa menghindari propaganda politik dinasti yang menggerus suara, dan di sisi lain Jokowi belum tentu membawa suara ke Prabpwo dari suara PDIP,” papar dia.",Liputan6,Politik
"Sekjen PDIP Hasto Kristiyanto menyatakan pencalonan Gibran Rakabuming Raka menjadi calon wakil presiden (cawapres) merupakan hasil dari political disobidience atau pembangkangan politik yang turut didukung oleh rekayasa hukum di Mahkamah Konstitusi (MK).

""Apa yang terjadi dengan seluruh mata rantai pencalonan Mas Gibran, sebenarnya adalah political disobidience terhadap konstitusi dan rakyat Indonesia. Kesemuanya dipadukan dengan rekayasa hukum di MK,” tutur Hasto dalam keterangannya, Minggu (29/10/2023).

Menurut Hasto, langkah Gibran Rakabuming Raka berseberangan dengan sikap rakyat Indonesia yang secara kultural adalah bertakwa kepada Tuhan. Sebagai negeri spiritual, persoalan moralitas, nilai kebenaran, serta kesetiaan pun sangatlah dikedepankan.

“Saya sendiri menerima pengakuan dari beberapa ketua umum partai politik yang merasa kartu truf-nya dipegang. Ada yang mengatakan life time saya hanya harian, lalu ada yang mengatakan kerasnya tekanan kekuasaan,” jelas dia.

Bagi Hasto, hal itu menjadi bagian dari situasi kelam dalam demokrasi saat ini. Dia pun yakin, seluruh rakyat Indonesia sangat memahami siapa yang meninggalkan demi ambisi kekuasaan semata.

“Semoga awan gelap demokrasi ini segera berlalu, dan rakyat Indonesia sudah paham, siapa meninggalkan siapa demi ambisi kekuasaan itu,"" Hasto Kristiyanto menandaskan.",Liputan6,Politik
"Menteri Pemuda dan Olahraga (Menpora) Dito Ariotedjo jadi pembicara dalam Kongres Dunia TAFISA 2023 di Dusseldorf, Jerman, Sabtu (4/11/2023). Dalam kesempatan itu, dia bicara mengenai mengatasi perubahan iklim lewat olahraga.

Menpora Dito berkata, Kemenpora memiliki program bernama Pepelingasih (Pemuda Peduli Lingkungan Asri dan Bersih). Program ini merupakan ejawantah dari bagaimana olahraga bisa menjadi alat mengatasi perubahan iklim.

""Di Kemenpora, ada program Pepelingasih (Pemuda Peduli Lingkungan Asri dan Bersih). Ini adalah program yang digerakkan oleh pemuda untuk mengakomodasi dan mendorong generasi muda di Indonesia dalam mendukung tantangan mitigasi krisis iklim,” ujar Menpora Dito dalam keterangan diterima.

Menpora Dito juga mengungkapkan, olahraga sudah menjadi bagian yang tak terpisahkan dari masyarakat Indonesia. Kemenpora pun sudah bekerja sama dengan Komite Olahraga Masyarakat Indonesia (KORMI) dalam rangka pembinaan olahraga.

Beberapa program olahraga seperti Festival Olahraga Rekreasi Masyarakat Indonesia (FORNAS) 2023, TAFISA World Walking Day (WWD), Kejuaraan Antar Kampung (Tarkam), padel, hingga Grand Fondo New York 2023 sukses terlaksana. Itu jadi wujud pembinaan olahraga yang dilakukan Kemenpora.

""Kementerian Pemuda dan Olahraga Republik Indonesia dalam hal ini bekerja sama dengan Komite Olahraga Masyarakat Indonesia (KORMI) untuk membina olahraga untuk semua di Indonesia,” ujar Menpora Dito.",Liputan6,Olahraga
"Sekretaris Jenderal (Sekjen) DPP Partai Demokrasi Indonesia Perjuangan (PDIP), Hasto Kristiyanto menegaskan pihaknya masih terus bersemangat, meski di hadapkan berbagai rintangan, misalnya dengan kasus pencopotan baliho yang terjadi di Bali.

Semangat itu, kata Hasto, ditunjukkan dengan adanya Turnamen Sepak Bola Liga Kampung Soekarno Cup U-17. Turnamen tersebut baru saja selesai dan dimenangkan Tim Bali dengan 3 gol tanpa balas dari Tim Sulawesi Selatan di Stadion Utama Gelora Bung Karno (SUGBK), Senayan, Jakarta, Jumat (3/11/2023) malam.

""Ini langsung 0-3 ini kan semangat karena balihonya abis dicabut langsung muncul spirit disalurkan lewat olahraga,"" kata Hasto kepada wartawan.

Menurut dia, perhelatan olahraga ini merupakan mimpi anak-anak kampung yang direalisasikan oleh sejumlah kepala daerah PDIP. Terlebih, anak-anak muda itu bisa bermain sepak bola di Stadion Utama GBK.

""Ya kita bergembira bersama, sebenarnya ini mimpi anak-anak kampung. Jadi sebenarnya berapa hari ini, dua minggu jadi sepakbola anak-anak kampung dan kemudian dilakukan oleh beberapa kepala daerah PDI Perjuangan,"" katanya.

""Biasanya di setiap kabupaten mereka punya mimpi main di GBK, ya udah kita hadirkan main di GBK pada hari ini. Sehingga mimpi dari mereka terlaksana,"" sambung Hasto.

Dengan adanya turnamen ini pun, kata dia, diharapkan bisa memunculkan kultur membangun supremasi sepak bola Indonesia. Khususnya, dari kampung-kampung.

""Diharapkan akan muncul suatu kultur membangun supremasi bola dari kampung, itu pesan utama,"" tutur dia.

Lebih lanjut, politikus asal Yogyakarta ini pun menyampaikan, jika adanya turnamen ini ke depan diharapkan bisa memunculkan kesebelasan sepak bola anak bangsa yang handal.

""Sehingga diharapkan mari kita mempersiapkan adanya suatu kesebelasan yang handal dan itu dimulai dari mengukir prestasi dari kampung-kampung yang dipelopori oleh kader PDI Perjuangan,"" pungkas Hasto Kristiyanto.

FIFA World Cup U-17 Indonesia bisa disaksikan di Indosiar dan SCTV. Bisa nonton Live 52 pertandingan lengkap hanya di Vidio. Best match di Moji dan Mentari, serta melalui Nex Parabola.",Liputan6,Olahraga
"Sukarelawan Ganjar Pranowo (GP) Ronggolawe Tuban menggelar turnamen olahraga elektronik (e-sport) mobile legends dalam rangka mencetak para atlet yang andal. Kegiatan yang menyasar ratusan milenial itu berlangsung di Jalan Proklamasi, Tuban, Jawa Timur pada Jumat 25 Agustus 2023.

Korwil GP Ronggolawe Tuban Abdurrohim mengatakan, turnamen ini bertujuan untuk mewadahi minat dan bakat kaum milenial di bidang e-sport khususnya game mobile legends. Terlebih, olahraga elektronik kini sudah masuk ke dalam cabang olahraga (cabor) yang dilombakan pada ajang Asean Games.

""Acara hari ini adalah turnamen e-sport mobile legends yang mana banyak e-sport sendiri sudah masuk ditandingkan dalam Asean Games. Dan ini kami support generasi milenial untuk meraih prestasi,"" tutur Abdurrohim.

Dia berharap, nantinya kaum milenial dapat menyalurkan hobi mereka secara positif. Mereka mesti berani unjuk gigi demi terciptanya para gamers yang andal.

""Alhamdulillah, kali ini sangat semarak, begitu banyak peserta. Harapannya kami bagaimana bisa meningkatkan dukungan dari masyarakat untuk Ganjar Pranowo presiden 2024, khususnya di segmen generasi milenial,"" jelas dia.

Sementara itu, Penanggung jawab acara Ja'far Shodiq menyebut bahwa GP Ronggolawe hadir untuk memberikan manfaat dengan merangkul berbagai kalangan tak terkecuali kaum milenial.

""Kegiatan ini kami adakan bertujuan untuk menunjukkan visi misinya Mas Ganjar bahwa benar-benar untuk semua, bukan hanya untuk kalangan muda, tua. Tapi juga untuk kalangan kekinian Mas Ganjar hadir,"" jelas Ja'far.",Liputan6,Olahraga
"Setelah sukses dengan pertandingan Tiba Tiba Tenis yang diselenggarakan pada bulan November lalu, kali ini Vindes Sport kembali dengan pertandingan beregu pertama mereka yang bertajuk Bahkan Voli.

Informasi tersebut resmi dirilis melalui laman Instagram vindes.ig pada hari Rabu, (09/08/2023) dan seperti biasa, para Vivin dan Dedes--sebutan penonton setia Vindes--terlihat begitu antusias untuk menyaksikan pertandingan voli yang akan diadakan pada tanggal 26 Agustus 2023 mendatang.

""Persiapkan seluruhnya untuk mendapetkin tiket dengan aktifkan notifikasi tiap-tiapnya media sosial Vindes dan subskrek youtube Vindes agar tidak terlewatkin!"" begitulah deskripsi singkat yang tersemat pada unggahan pengumuman tersebut.

Pertandingan olahraga voli ini juga akan dihadiri oleh Yolla Yuliana dan Indro Warkop sebagai komentator, Coki Pardede dan Tretan Muslim sebagai pemandu acara, Harly Valentina sebagai reporter, dan NTRL sebagai bintang tamu yang akan mengisi acara tersebut.",Liputan6,Olahraga
"Pemerintah Kota Batam kembali menggelar Event Batam 10K, acara lomba lari maraton sejauh 10 kilo meter yang digelar secara meriah di halaman parkir Hotel Santika Batam.

Kegiatan yang digelar pada Minggu, 23 Juli 2023 dimeriahkan oleh ratusan peserta, termasuk 35 turis mancanegara.

Kepala Disbudpar Kota Batam, Ardiwinata mengatakan kegiatan olahraga berbalut pariwisata atau sport tourism ini digelar ketika Kota Batam baru beranjak dari persoalan pandemi Covid-19.

""Pada 2023 ini kegiatan Batam 10K diikuti ratusan peserta dari berbagai daerah, mulai dari Aceh, Medan, Tanjungpinang, Batam, dan banyak lagi,"" ujarnya.

Peserta dari Medan dan Aceh berhasil menjadi juara dalam lomba lari 10k ini. Dimana masing-masing pemenang mendapatkan medali, uang tunai, dan merchandise dari sponsor. Selain lomba lari, kegiatan ini juga dimeriahkan oleh penampilan musik, zumba, serta lucky draw berhadiah puluhan juta Rupiah, termasuk sepeda motor listrik.

Melalui sebuah kiriman video, Menparekraf, Sandiaga Uno memberikan apresiasi kepada penyelenggara atas inovasi, kolaborasi dan adaptasi dalam menyelenggarakan kegiatan Batam 10K ini.

Pertumbuhan sport tourism di Indonesia diperkirakan bisa mencapai Rp18,790 triliun pada 2024 mendatang. Tentu angin segar ini menjadi langkah awal dalam membangkitkan pariwisata dan ekonomi di Indonesia, sekaligus membuka lapangan pekerjaan seluas-luasnya.

Public Relations Hotel Santika Batam, Yossie Christiy Thenu yang menjadi sponsor utama kegiatan, mengatakan kegiatan ini merupakan salah satu daya tarik wisatawan agar datang ke kota itu.

""Pariwisata Batam semakin berkembang dan mendatangkan banyak turis dan pastinya menguntungkan untuk industri pariwisata di Kota Batam,"" katanya.",Liputan6,Olahraga
"Berbagai potret Kate Middleton main tenis bersama Roger Federer di Wimbledon, London, Inggris berhasil bikin netizen terkesima. Pasalnya, wanita berusia 41 tahun ini tampak piawai dan luwes bermain tenis.

Bahkan, istri Pangeran William tersebut sudah mendapatkan julukan Princess of Sport dari para penggemar kerajaan. Mengingat Kate Middleton tak hanya ahli dalam bermain tenis, melainkan juga berbagai olahraga lainnya.

Dalam video singkat berdurasi empat menit yang diunggah melalui kanal YouTube Wimbledon, Kate Middleton melakukan servis melawan Roger Federer yang merupakan salah satu petenis terbaik di dunia.

Setidaknya, ibu dari George, Charlotte, dan Louis berhasil melakukan servis sebanyak delapan kali saat melawan Roger Federer.

Terkesima Lihat Kate Middleton

Penampilan Kate Middleton bermain tenis dengan Roger Federer berhasil membuat netizen terkesima. Tentunya, Kate Middleton dibanjiri pujian karena bakatnya dalam dunia olahraga yang terbilang keren.

""Catherine, Princess of Sport,"" tulis salah seorang penonton mengutip keterangan pada laman DailyMail, Senin (26/6/2023).

""Tim ganda campuran yang saya tidak pernah tahu saya butuhkan,"" ujar seorang netizen lainnya.

""Putri Wales bisa melakukan semuanya. Saya pun senang melihatnya dengan Federer, dia sangat merindukan lapangan tenis. Video yang sangat indah,"" kata seorang penonton.

""Kate memang pandai dalam segala hal,"" sambung penonton lain.

Hingga kini, video saat Kate Middleton bermain tenis dengan Roger Federer sudah ditonton setidaknya lebih dari 540 ribu kali.",Liputan6,Olahraga
"Ikatan Sport Sepeda Indonesia (ISSI) Sulawesi Barat (Sulbar) akan melaksanakan ajang Sulbar National Criterium Race 2023. Ajang ini dilaksanakan pada 14 Mei 2023 bertempat di Arteri Road Mamuju, Kabupaten Mamuju.

Sulbar National Criterium Race 2023 merupakan ajang balap sepeda pertama dan terbesar yang dilaksanakan di provinsi ke-33 itu. Ada pun peserta berasal dari berbagai daerah di Pulau Sulawesi dan Kalimantan.

Ketua ISSI Sulbar, Muhammad Idris mengatakan ajang ini menjadi komitmen untuk menggeliatkan sport tourism khususnya balap sepeda. Ajang ini juga menjadi komitmen ISSI Sulbar untuk mendorong ajang selanjutnya yang akan dilaksanakan tiap kabupaten di provinsi ke-33 itu.

""Kita mulai dari ISSI dulu karena harus jadi contoh. Kita akan canangkan berikutnya untuk Mamasa, tentu dengan tipe lombanya berbeda, misalnya downhill atau cross country dan segala macam yang sesuai dengan alamnya,"" kata Idris, Minggu (14/05/2023).

Idris menjelaskan, balap sepeda menjadi salah satu cabang olahraga terbaik untuk mengharumkan nama bangsa di kancah internasional. Seperti pada ajang SEA Games 2023, dimana kontingen balap sepeda Indonesia menjadi juara umum dengan perolehan 5 medali emas.

""Kalau kita dorong dengan sekuat tenaga berbagai level yang ada, Insya Allah sepeda itu akan menjadi lumbung emas bagi ajang-ajang yang akan diselenggarakan ke depannya,"" jelas Idris.

Khusus untuk Sulbar, Idris berharap Sulbar National Criterium Race 2023 akan menjadi ajang untuk menjaring atlet potensial. Utamanya atlet yang berusia remaja, yang masih duduk di bangku SMP dan SMA.

""Kalau sepeda ini, untuk usia di atas SMA itu masuk ketegori lanjut usia. Kita harus mencari bibit mulai dari SMP, paling tua itu SMA kelas satu, paling tidak semangatnya itu dulu yang kita bangun,"" harap Idris.

Sedangkan, Ketua Panitia Sulbar Nasional Criterium Race 2023 Adi Jumardin mengungkap, sebanyak 153 atlet balap sepeda mengikuti ajang ini. Pada ajang ini terdapat 14 nomor yang diperlombakan berdasarkan kelompok usia.

""Yang mendaftar itu 178 atlet, namun yang terkonfirmasi 153 atlet. Berasal dari berbagai daerah seperti Makassar, Palu, Kolaka bahkan ada dari Samarinda,"" kata Adi.

Nomor yang diperlombakan yakni, Men Elite (19 Up), Women Open (19 Up), Men Junior (U18), Women Junior (U18), Master A (30-36), Master B (37-44), Master C (45-Up), Folding Bike (30-Up), Pelajar SMA Putra, Pelajar SMA Putri, Pelajar SMP Putra, Pelajar SMP Putri, ASN Lokal Sulbar (25-49) dan ASN Lokal Sulbar (50 Up).

""Para peserta memperebutkan piala, medali dan hadiah jutaan rupiah,"" tutup Adi.",Liputan6,Olahraga
"Tren olahraga sambil berwisata melahirkan istilah sport tourism atau wisata olahraga sebagai salah satu tren pariwisata popular belakangan ini. Bisa dibilang popularitas sport tourism jadi awal yang baik bagi pariwisata Indonesia. Sport tourism telah lama dikembangkan di Indonesia, namun dampak pandemi COVID-19 mendorong masyarakat untuk lebih sadar akan pola hidup sehat, sehingga belakangan ini sport tourism makin marak dan digemari masyarakat.

Menuurut Deputi Bidang Produk Wisata dan Penyelenggara Kegiatan (Events), Vinsensius Jemadu pada Liputan6.com, Jumat, 5 Mei 2023, sudah banyak event olahraga yang digelar di Indonesia, seperti Tour de Singkarak, Ironman 70.3, Jakarta Marathon, dan masih banyak lagi. Sport tourism yang menjadi tren pariwisata baru memiliki pasar sangat besar dan luas yang akan memberikan multiplier effect pada kegiatan ekonomi masyarakat.

""Potensi alam yang indah, ragam kontur alam yang bervariasi, dan wilayah yang luas yang dimiliki Indonesia juga turut mendukung pengembangan sport tourism di Indonesia. Jika mengacu pada data tahun-tahun sebelumnya, di Indonesia sendiri pertumbuhannya diperkirakan bisa mencapai hampir Rp 18,79 triliun sampai dengan tahun 2024.,"" terang Vinsensius Jemadu.

Pria yang akrab disapa Vinsen ini, Indonesia memiliki potensi alam yang indah, mulai dari gunung, laut hingga danau, juga beragam potensi seni dan budayanya. Tidak hanya Moto Sport, Indonesia juga mempunyai potensi yang besar di eco-tourism dengan trail-runnning, sepeda, renang, dll dengan potensi alam yang beragam.

Beberapa destinasi wisata yang berpotensi menjadi tempat sport tourism yaitu Danau Toba, Kepulauan Riau, dan Banyuwangi. Ketiga daerah tersebut memiliki potensi alam yang mendukung penyelenggaraan sport tourism.

""Danau Toba yang sangat potensial untuk olahraga air; Kepulauan Riau yang telah dikenal menyelenggarakan berbagai sport tourism seperti Tour de Bintan, Ironman 70.3, Bintan Triathlon dan Banyuwangi dengan potensi alam mulai dari gunung untuk kejuaraan balap sepeda ‘Tour De Banyuwangi Ijen’ hingga pantai yang berpotensi untuk olahraga air (surfing, diving),"" tutur Vinsen.

Kemenparekraf sendiri dalam mendukung pengembangan sport tourism tidak hanya berperan dalam pendukungan pelaksanaan event dan promosinya, tapi juga memastikan kesiapan produk wisata di destinasi wisata unggulan yangsiap dijual. ""Selain itu, salah satu upaya mendukung bangkitnya pariwisata pascapandemi adalah dengan membuat protokol kesehatan (CHSE) dalam melakukan wisata olahraga. Kita ingin masyarakat dapat berwisata olahraga dengan aman dantetap menyehatkan,"" sambung Vinsen.

Potensi besar wisata olahraga juga diakui Ketua Persatuan Hotel dan Restoran Indonesia (PHRI) Jawa Barat, Herman Muchtar. ""Potensi sport tourism sangat baik, karena Indonesia memiliki bentang alam yang sangat mendukung terselenggaranya berbagai event sport tourism bertaraf international dan ditunjang dengan fasilitas cukup lengkap,"" terang Herman lewat pesan pada Liputan6.com, Jumat, 5 Mei 2023.

Dengan kelebihan itu, menurut Herman, Indonesia akan menjadi venue pilihan untuk dijadikan tempat penyelenggaraan event sport tourism bertaraf internasional yang akan mampu mendatangkan wisatawan. Mengingat event sport tourism berlangsung relatif lama dan mendatangkan banyak wisatawan (termasuk atlet), sehingga permintaan kebutuhan akomodasi seperti hotel, restoran dan penyelenggara perjalanan menjadi tinggi.",Liputan6,Olahraga
"Sport tourism menjadi salah satu instrumen untuk menarik kunjungan wisata, berbagai event reguler seperti Tour de Singkarak hingga yang terbaru F1 Powerboat Danau Toba turut memberi peningkatan jumlah wisatawan. Bahkan belakangan Sport tourism atau wisata olahraga telah menjadi tren pariwisata baru dengan pasar sangat besar, luas, dan memiliki multiplier effect pada kegiatan ekonomi masyarakat.

""Potensi pengembangan sport tourism di Indonesia sangat besar karena beragamnya bentang alam di Indonesia seperti gunung, perairan, hingga fasilitas keolahragaan yang dewasa ini mulai berbenah,"" ungkap Direktur Event Nasional dan Internasional, Kementerian Pariwisata dan Ekonomi Kreatif (Kemenparekraf/Baparekraf RI), Dessy Ruhati dalam wawancara tertulis dengan Liputan6.com, Jumat 24 Februari 2023.

Ia menyambung, pelaksanaan event sport tourism di Indonesia menarik wisatawan untuk berkunjung karena terkenal memberi pengalaman yang unik melalui kombinasi keindahan alam, budaya setempat, dan keramahtamahan masyarakatnya. ""Bila kita dapat cermati, mayoritas penyelenggaraan event sport tourism di Indonesia dilakukan di destinasi-destinasi wisata yang ikonik dan selalu menyertakan kearifan lokal dalam aspek pelaksanaannya,"" papar Dessy.

Selain itu pandemi Covid-19 mendorong inovasi pada seluruh sektor, tidak terkecuali dalam penyelenggaraan sport tourism. Sebagai respons dari adaptasi kenormalan baru, Kemenparekraf menerbitkan panduan CHSE (Cleanliness, Health, Safety, and Environment Sustainability) dalam penyelenggaraan kepariwisataan termasuk dalam penyelenggaraan event dan sport tourism.

Menurutnya CHSE dan crowd management menjadi hal yang wajib diperhatikan dan diterapkan pada penyelenggaraan event sport tourism agar terciptanya keamanan dan kenyamanan semua pihak termasuk wisatawan. Selain itu, digitalisasi juga semakin terakselerasi lantaran memberi efektivitas dan efisiensi dalam penyelenggaraan event mulai dari proses registrasi sampai dengan promosi event yang lebih banyak menggunakan media digital dan media sosial.",Liputan6,Olahraga
